areasymbol,areaname,musym,muname,compname,saverest,taxorder,drainagecl,elev_r,slope_r,hzdept_r,hzdepb_r,ph1to1h2o_r,om_r,ec_r,cec7_r,awc_r
TX622,"Brewster County, Texas (Main Part)",LRG,"Lozier-Rock outcrop complex, 20 to 70 percent slopes",Rock outcrop,9/5/2025 12:15:54 PM,,,875,55,0,200,,,,,
TX622,"Brewster County, Texas (Main Part)",LRG,"Lozier-Rock outcrop complex, 20 to 70 percent slopes",Lozier,9/5/2025 12:15:54 PM,Aridisols,Well drained,875,30,0,10,8,5,0.9,21.5,0.09
TX622,"Brewster County, Texas (Main Part)",MBE,"Mainstay-Brewster complex, 10 to 30 percent slopes",Mainstay,9/5/2025 12:15:54 PM,Mollisols,Well drained,1585,18,0,8,7.2,2,1,15,0.1
TX622,"Brewster County, Texas (Main Part)",MBE,"Mainstay-Brewster complex, 10 to 30 percent slopes",Rock outcrop,9/5/2025 12:15:54 PM,,,1585,25,0,25,,,,,
TX622,"Brewster County, Texas (Main Part)",MBE,"Mainstay-Brewster complex, 10 to 30 percent slopes",Brewster,9/5/2025 12:15:54 PM,Mollisols,Well drained,1585,20,0,27,6.7,4.4,0,22.9,0.1
TX622,"Brewster County, Texas (Main Part)",MDD,"Mariscal-Rock outcrop complex, 5 to 16 percent slopes",Mariscal,9/5/2025 12:15:54 PM,Entisols,Well drained,762,8,0,13,8,1.5,0,13.6,0.04
TX622,"Brewster County, Texas (Main Part)",MDD,"Mariscal-Rock outcrop complex, 5 to 16 percent slopes",Rock outcrop,9/5/2025 12:15:54 PM,,,762,12,0,200,,,,,
TX622,"Brewster County, Texas (Main Part)",MDE,"Mariscal-Rock outcrop complex, 10 to 30 percent slopes",Mariscal,9/5/2025 12:15:54 PM,Entisols,Well drained,762,20,0,13,8,1.5,0,13.6,0.08
TX622,"Brewster County, Texas (Main Part)",MDE,"Mariscal-Rock outcrop complex, 10 to 30 percent slopes",Rock outcrop,9/5/2025 12:15:54 PM,,,762,25,0,200,,,,,
TX622,"Brewster County, Texas (Main Part)",MOA,"Martillo and Butcherknife soils, 0 to 3 percent slopes",Martillo,9/5/2025 12:15:54 PM,Aridisols,Well drained,1297,2,0,8,8,1.5,0.6,49.1,0.43
TX622,"Brewster County, Texas (Main Part)",MOA,"Martillo and Butcherknife soils, 0 to 3 percent slopes",Butcherknife,9/5/2025 12:15:54 PM,Aridisols,Well drained,1297,2,0,10,8.5,1.5,1.3,27.1,0.18
TX622,"Brewster County, Texas (Main Part)",MRB,"Murray silt loam, 1 to 5 percent slopes",Murray,9/5/2025 12:15:54 PM,Mollisols,Well drained,1585,3,0,25,7.9,1.5,2,6.5,0.14
TX622,"Brewster County, Texas (Main Part)",MZA,"Musquiz clay loam, 0 to 3 percent slopes",Musquiz,9/5/2025 12:15:54 PM,Mollisols,Well drained,1585,2,0,18,7.2,2.8,0.4,25.6,0.17
TX622,"Brewster County, Texas (Main Part)",PAC,"Paisano very gravelly sandy loam, 1 to 8 percent slopes",Paisano,9/5/2025 12:15:54 PM,Aridisols,Well drained,1297,3,0,8,8.2,2,0.5,24,0.04
TX622,"Brewster County, Texas (Main Part)",PAD,"Paisano very gravelly sandy loam, 5 to 16 percent slopes",Paisano,9/5/2025 12:15:54 PM,Aridisols,Well drained,1297,8,0,8,8.2,2,0.5,24,0.04
TX622,"Brewster County, Texas (Main Part)",EUA,"Equipaje-Agust complex, 1 to 3 percent slopes",Agust,9/5/2025 12:15:54 PM,Aridisols,Well drained,762,2,0,18,8.2,0.55,1,7.5,0.08
TX622,"Brewster County, Texas (Main Part)",EUA,"Equipaje-Agust complex, 1 to 3 percent slopes",Equipaje,9/5/2025 12:15:54 PM,Aridisols,Well drained,762,2,0,5,7.5,0.65,1,8.5,0.14
TX622,"Brewster County, Texas (Main Part)",PNA,"Bunton silty clay loam, 0 to 2 percent slopes, occasionally flooded",Bunton,9/5/2025 12:15:54 PM,Aridisols,Well drained,1297,1,0,44,7.5,2,1,33.6,0.16
TX622,"Brewster County, Texas (Main Part)",PTA,"Phantom clay loam, moist, 0 to 2 percent slopes",Phantom,9/5/2025 12:15:54 PM,Mollisols,Well drained,1585,1,0,40,7.5,2,0,35,0.18
TX622,"Brewster County, Texas (Main Part)",RAA,"Reagan loam, 1 to 3 percent slopes",Reagan,9/5/2025 12:15:54 PM,Aridisols,Well drained,815.3,2,0,20,8.2,1.6,1,13.7,0.18
TX622,"Brewster County, Texas (Main Part)",RIA,"Riverwash-Pantera complex, 0 to 2 percent slopes, frequently flooded",Riverwash,9/5/2025 12:15:54 PM,,Excessively drained,762,1,0,203,8.2,0.5,0,0,0.03
TX622,"Brewster County, Texas (Main Part)",RIA,"Riverwash-Pantera complex, 0 to 2 percent slopes, frequently flooded",Pantera,9/5/2025 12:15:54 PM,Entisols,Well drained,762,1,0,8,8.5,0.35,1,10.1,0.06
TX622,"Brewster County, Texas (Main Part)",RME,"Rock outcrop-Mariscal complex, 1 to 20 percent slopes, eroded",Rock outcrop,9/5/2025 12:15:54 PM,,,762,8,0,25,,,,,
TX622,"Brewster County, Texas (Main Part)",RME,"Rock outcrop-Mariscal complex, 1 to 20 percent slopes, eroded",Mariscal,9/5/2025 12:15:54 PM,Entisols,Well drained,762,5,0,15,8.2,1.5,0,10,0.08
TX622,"Brewster County, Texas (Main Part)",SBB,"Sanderson-Upton complex, warm, 1 to 5 percent slopes",Sanderson,9/5/2025 12:15:54 PM,Aridisols,Well drained,777,3,0,8,8.2,2,2,15,0.1
TX622,"Brewster County, Texas (Main Part)",SBB,"Sanderson-Upton complex, warm, 1 to 5 percent slopes",Upton,9/5/2025 12:15:54 PM,Aridisols,Well drained,777,2,0,13,8.3,2.7,0.5,15.9,0.11
TX622,"Brewster County, Texas (Main Part)",SCB,"Sanmoss-Medley complex, 1 to 5 percent slopes",Medley,9/5/2025 12:15:54 PM,Mollisols,Well drained,1585,3,0,25,7.2,2.5,0.5,13.3,0.09
TX622,"Brewster County, Texas (Main Part)",SCB,"Sanmoss-Medley complex, 1 to 5 percent slopes",Sanmoss,9/5/2025 12:15:54 PM,Mollisols,Well drained,1585,3,0,25,7,2.5,0.5,13.3,0.09
TX622,"Brewster County, Texas (Main Part)",SJA,"Seferino silty clay loam, 0 to 3 percent slopes",Seferino,9/5/2025 12:15:54 PM,Aridisols,Well drained,762,2,0,8,8.2,2,0,22.5,0.18
TX622,"Brewster County, Texas (Main Part)",SKE,"Solis-Rock outcrop complex, 1 to 20 percent slopes",Rock outcrop,9/5/2025 12:15:54 PM,,,762,15,0,25,,,,,
TX622,"Brewster County, Texas (Main Part)",SKE,"Solis-Rock outcrop complex, 1 to 20 percent slopes",Solis,9/5/2025 12:15:54 PM,Entisols,Well drained,762,11,0,15,8.2,0.75,1,6,0.09
TX602,"Brown and Mills Counties, Texas",61,"Real very gravelly clay loam, 8 to 30 percent slopes",Real,9/5/2025 12:11:38 PM,Mollisols,Well drained,412,12,0,20,8.2,6,1,30.7,0.09
TX602,"Brown and Mills Counties, Texas",62,"Real-Rock outcrop complex, 8 to 40 percent slopes",Real,9/5/2025 12:11:38 PM,Mollisols,Well drained,335.3,20,0,15,8.2,6,1,24.4,0.07
TX602,"Brown and Mills Counties, Texas",62,"Real-Rock outcrop complex, 8 to 40 percent slopes",Rock outcrop,9/5/2025 12:11:38 PM,,,335.3,20,0,203,,,,,
TX602,"Brown and Mills Counties, Texas",63,"Rochelle fine sandy loam, 1 to 5 percent slopes",Rochelle,9/5/2025 12:11:38 PM,Alfisols,Well drained,496,3,0,20,7.2,0.75,1,7.5,0.13
TX602,"Brown and Mills Counties, Texas",64,"Rowena clay loam, 0 to 1 percent slopes",Rowena,9/5/2025 12:11:38 PM,Mollisols,Well drained,525.8,0.5,0,15,8.2,3,1,29.9,0.18
TX602,"Brown and Mills Counties, Texas",65,"Rowena clay loam, 1 to 3 percent slopes",Rowena,9/5/2025 12:11:38 PM,Mollisols,Well drained,518.2,2,0,15,8.2,3,1,29.9,0.18
TX602,"Brown and Mills Counties, Texas",66,"Sagerton clay loam, warm, 0 to 1 percent slopes",Sagerton,9/5/2025 12:11:38 PM,Mollisols,Well drained,502.9,0.5,0,15,7.2,1.4,1,24.2,0.13
TX602,"Brown and Mills Counties, Texas",67,"Sagerton clay loam, warm, 1 to 3 percent slopes",Sagerton,9/5/2025 12:11:38 PM,Mollisols,Well drained,503,2,0,18,7.2,1.4,1,24.2,0.13
TX602,"Brown and Mills Counties, Texas",68,"Sagerton-Urban land complex, 0 to 3 percent slopes",Sagerton,9/5/2025 12:11:38 PM,Mollisols,Well drained,503,2,0,15,7.2,1.4,1,20,0.13
TX602,"Brown and Mills Counties, Texas",68,"Sagerton-Urban land complex, 0 to 3 percent slopes",Urban land,9/5/2025 12:11:38 PM,,,610,2,0,102,,,,,
TX602,"Brown and Mills Counties, Texas",69,"Speck clay loam, 1 to 3 percent slopes",Speck,9/5/2025 12:11:38 PM,Mollisols,Well drained,534,2,0,15,7,2,1,22.5,0.18
TX602,"Brown and Mills Counties, Texas",7,"Bonti fine sandy loam, 1 to 3 percent slopes",Bonti,9/5/2025 12:11:38 PM,Alfisols,Well drained,379,2,0,20,6.5,2.5,0.1,8.1,0.13
TX279,"Lamb County, Texas",AfB,"Amarillo fine sandy loam, 1 to 3 percent slopes",Amarillo,9/4/2025 7:32:30 PM,Alfisols,Well drained,1097,2,0,26,7.5,0.9,1,13.6,0.14
TX279,"Lamb County, Texas",AfC,"Amarillo fine sandy loam, 3 to 5 percent slopes",Amarillo,9/4/2025 7:32:30 PM,Alfisols,Well drained,1097,4,0,22,7.5,0.9,1,13.6,0.14
TX279,"Lamb County, Texas",AlA,"Acuff loam, 0 to 1 percent slopes",Acuff,9/4/2025 7:32:30 PM,Mollisols,Well drained,1097,0.5,0,30,7.2,2.5,1,16.5,0.13
TX279,"Lamb County, Texas",AlB,"Acuff loam, 1 to 3 percent slopes",Acuff,9/4/2025 7:32:30 PM,Mollisols,Well drained,1097,2,0,30,7.2,2.5,1,17.4,0.17
TX279,"Lamb County, Texas",AmB,"Amarillo loamy fine sand, 0 to 3 percent slopes",Amarillo,9/4/2025 7:32:30 PM,Alfisols,Well drained,1097,1,0,40,7.4,0.6,1,7.9,0.13
TX279,"Lamb County, Texas",An,"Arch fine sandy loam, 0 to 1 percent slopes",Arch,9/4/2025 7:32:30 PM,Inceptisols,Well drained,1097,0.5,0,15,8.1,0.8,0.1,10.8,0.14
TX279,"Lamb County, Texas",Ao,"Arch loam, 0 to 1 percent slopes",Arch,9/4/2025 7:32:30 PM,Inceptisols,Well drained,1097,0.5,0,15,8.1,0.9,0.1,13.2,0.2
TX279,"Lamb County, Texas",As,"Arch loamy fine sand, 1 to 2 percent slopes, overblown",Arch,9/4/2025 7:32:30 PM,Inceptisols,Well drained,1097,2,0,36,7.6,0.5,1,3.8,0.07
TX279,"Lamb County, Texas",AvA,"Arvana fine sandy loam, 0 to 1 percent slopes",Arvana,9/4/2025 7:32:30 PM,Alfisols,Well drained,1097,0.5,0,28,8,0.85,0.5,12.6,0.15
TX279,"Lamb County, Texas",AvB,"Arvana fine sandy loam, 1 to 3 percent slopes",Arvana,9/4/2025 7:32:30 PM,Alfisols,Well drained,1097,2,0,24,8,0.85,0.5,10.1,0.15
TX279,"Lamb County, Texas",AxA,"Sharvana fine sandy loam, 0 to 1 percent slopes",Sharvana,9/4/2025 7:32:30 PM,Alfisols,Well drained,1097,0.5,0,16,6.9,0.7,0.7,9.1,0.11
TX279,"Lamb County, Texas",AxB,"Sharvana fine sandy loam, 0 to 3 percent slopes",Sharvana,9/4/2025 7:32:30 PM,Alfisols,Well drained,1097,1,0,16,6.9,0.7,0.7,9.1,0.11
TX279,"Lamb County, Texas",BeB,"Berda fine sandy loam, 1 to 3 percent slopes",Berda,9/4/2025 7:32:30 PM,Inceptisols,Well drained,1097,2,0,24,8,0.9,0.5,12.9,0.13
TX279,"Lamb County, Texas",BeC,"Berda fine sandy loam, 3 to 5 percent slopes",Berda,9/4/2025 7:32:30 PM,Inceptisols,Well drained,1097,4,0,18,8,0.9,0.5,12.9,0.13
TX279,"Lamb County, Texas",BeD,"Berda fine sandy loam, 5 to 8 percent slopes",Berda,9/4/2025 7:32:30 PM,Inceptisols,Well drained,1097,6,0,18,8,0.9,0.5,12.9,0.13
TX279,"Lamb County, Texas",BhB,"Berda loam, 1 to 3 percent slopes",Berda,9/4/2025 7:32:30 PM,Inceptisols,Well drained,1097,2,0,20,8.1,0.9,0.5,16.3,0.14
TX279,"Lamb County, Texas",BhC,"Berda loam, 3 to 5 percent slopes",Berda,9/4/2025 7:32:30 PM,Inceptisols,Well drained,1097,4,0,18,8.1,0.9,0.5,16.3,0.14
TX279,"Lamb County, Texas",Br,"Brownfield fine sand, thick surface",Brownfield,9/4/2025 7:32:30 PM,Alfisols,Well drained,1097,2,0,14,6.6,0.92,0.2,4.1,0.04
TX279,"Lamb County, Texas",Ch,Lazbuddie clay loam,Lazbuddie,9/4/2025 7:32:30 PM,Mollisols,Well drained,1067,0.5,0,20,7.9,2,1,45,0.16
TX279,"Lamb County, Texas",DrB,"Drake soils, 1 to 3 percent slopes",Drake,9/4/2025 7:32:30 PM,Inceptisols,Well drained,1128,2,0,38,8.2,0.9,1,13.5,0.13
TX279,"Lamb County, Texas",DrC,"Drake soils, 3 to 5 percent slopes",Drake,9/4/2025 7:32:30 PM,Inceptisols,Well drained,1128,4,0,38,8.2,0.9,1,13.5,0.13
TX297,"Liveoak County, Texas",WaB,"Weesatche fine sandy loam, 1 to 3 percent slopes",Weesatche,9/4/2025 7:33:30 PM,Mollisols,Well drained,76.2,2,0,20,7.2,2.5,0.5,14.9,0.13
TX297,"Liveoak County, Texas",WaC,"Weesatche fine sandy loam, 2 to 5 percent slopes",Weesatche,9/4/2025 7:33:30 PM,Mollisols,Well drained,76.2,3.5,0,28,7.6,2.5,0.5,14.9,0.13
TX297,"Liveoak County, Texas",WeB,"Weesatche sandy clay loam, 1 to 3 percent slopes",Weesatche,9/4/2025 7:33:30 PM,Mollisols,Well drained,76.2,2,0,20,7.5,2.5,0.5,21,0.14
TX299,"Llano County, Texas",BaC,"Bastrop loamy fine sand, dry, 1 to 5 percent slopes",Bastrop,9/4/2025 7:34:30 PM,Alfisols,Well drained,388.6,3,0,33,6.7,0.75,0.5,4.1,0.09
TX299,"Llano County, Texas",BmA,"Bauman loam, 0 to 2 percent slopes",Bauman,9/4/2025 7:34:30 PM,Alfisols,Somewhat poorly drained,473,1,0,15,6.7,1.5,0,10,0.18
TX299,"Llano County, Texas",Br,"Boerne fine sandy loam, rarely flooded",Boerne,9/4/2025 7:34:30 PM,Inceptisols,Well drained,442,1,0,25,8.2,0.75,0,10,0.12
TX299,"Llano County, Texas",CaB,"Campair sand, 1 to 5 percent slopes",Campair,9/4/2025 7:34:30 PM,Alfisols,Well drained,427,3,0,28,6.7,0.75,0,3,0.06
TX299,"Llano County, Texas",CeC,"Castell sandy loam, 1 to 5 percent slopes",Castell,9/4/2025 7:34:30 PM,Alfisols,Well drained,388.6,3,0,20,6.3,0.8,0.5,5,0.1
TX299,"Llano County, Texas",ChB,"Cho loam, 1 to 3 percent slopes",Cho,9/4/2025 7:34:30 PM,Mollisols,Well drained,450,2,0,36,8.2,1.5,0,15,0.13
TX299,"Llano County, Texas",CkC,"Click very gravelly coarse sandy loam, 1 to 8 percent slopes",Click,9/4/2025 7:34:30 PM,Alfisols,Well drained,396.2,3,0,28,5.9,0.6,0.5,3.9,0.06
TX299,"Llano County, Texas",EcC,"Eckrant-Rock outcrop complex, 1 to 8 percent slopes, extremely stony",Rock outcrop,9/4/2025 7:34:30 PM,,,1372,5,0,203,,,,,
TX299,"Llano County, Texas",EcC,"Eckrant-Rock outcrop complex, 1 to 8 percent slopes, extremely stony",Eckrant,9/4/2025 7:34:30 PM,Mollisols,Well drained,519,5,0,10,7.5,6.5,1,55,0.09
TX299,"Llano County, Texas",EcF,"Eckrant-Rock outcrop complex, 5 to 30 percent slopes, very stony",Eckrant,9/4/2025 7:34:30 PM,Mollisols,Well drained,411.5,8,0,10,7.3,6,0.7,55,0.09
TX299,"Llano County, Texas",EcF,"Eckrant-Rock outcrop complex, 5 to 30 percent slopes, very stony",Rock outcrop,9/4/2025 7:34:30 PM,,,411.5,15,0,203,,,,,
TX299,"Llano County, Texas",EcF,"Eckrant-Rock outcrop complex, 5 to 30 percent slopes, very stony",Eckrant,9/4/2025 7:34:30 PM,Mollisols,Well drained,411.5,19,0,10,7.3,6,0.7,55,0.09
TX299,"Llano County, Texas",Fe,"Fieldcreek fine sandy loam, occasionally flooded",Fieldcreek,9/4/2025 7:34:30 PM,Mollisols,Well drained,366,1,0,20,7,2,0,15,0.13
TX299,"Llano County, Texas",HaB,"Harper clay, 0 to 3 percent slopes, stony",Harper,9/4/2025 7:34:30 PM,Mollisols,Well drained,534,2,0,13,7.9,6,1,50,0.12
TX299,"Llano County, Texas",HaC,"Harper-Rock outcrop complex, 1 to 5 percent slopes, very stony",Harper,9/4/2025 7:34:30 PM,Mollisols,Well drained,534,3,0,13,7.9,6,1,50,0.12
TX299,"Llano County, Texas",HaC,"Harper-Rock outcrop complex, 1 to 5 percent slopes, very stony",Rock outcrop,9/4/2025 7:34:30 PM,,,1372,3,0,203,,,,,
TX299,"Llano County, Texas",HeB,"Hensley loam, 1 to 5 percent slopes, stony",Hensley,9/4/2025 7:34:30 PM,Alfisols,Well drained,362,3,0,13,7,1.25,1,10,0.16
TX299,"Llano County, Texas",HoB,"Honeycreek fine sandy loam, 1 to 3 percent slopes",Honeycreek,9/4/2025 7:34:30 PM,Alfisols,Well drained,473,2,0,23,6.7,1.25,0,7.5,0.13
TX299,"Llano County, Texas",HyC,"Hye fine sandy loam, 1 to 5 percent slopes",Hye,9/4/2025 7:34:30 PM,Alfisols,Well drained,434.3,3,0,46,6.7,0.75,0.5,9.1,0.13
TX299,"Llano County, Texas",KaC,"Katemcy sandy loam, 1 to 5 percent slopes",Katemcy,9/4/2025 7:34:30 PM,Alfisols,Well drained,488,3,0,23,7,2,0,16,0.13
TX299,"Llano County, Texas",KeC,"Keese coarse sandy loam, 1 to 8 percent slopes, stony",Keese,9/4/2025 7:34:30 PM,Inceptisols,Well drained,396.2,3.5,0,13,6.1,0.9,0.5,7.5,0.1
TX299,"Llano County, Texas",KoC,"Keese-Rock outcrop complex, 1 to 12 percent slopes",Keese,9/4/2025 7:34:30 PM,Inceptisols,Well drained,411.5,3.5,0,13,6.1,0.9,0.5,7.5,0.1
TX299,"Llano County, Texas",KoC,"Keese-Rock outcrop complex, 1 to 12 percent slopes",Rock outcrop,9/4/2025 7:34:30 PM,,Well drained,411.5,6,0,203,,,,,
TX299,"Llano County, Texas",KoF,"Keese-Rock outcrop complex, 8 to 35 percent slopes, stony",Keese,9/4/2025 7:34:30 PM,Inceptisols,Well drained,442,12,0,13,6.1,0.9,0.5,7.5,0.1
TX299,"Llano County, Texas",KoF,"Keese-Rock outcrop complex, 8 to 35 percent slopes, stony",Keese,9/4/2025 7:34:30 PM,Inceptisols,Well drained,442,20,0,13,6.1,0.9,0.5,7.5,0.1
TX299,"Llano County, Texas",KoF,"Keese-Rock outcrop complex, 8 to 35 percent slopes, stony",Rock outcrop,9/4/2025 7:34:30 PM,,Well drained,442,22,0,203,,,,,
TX299,"Llano County, Texas",KrB,"Krum silty clay, 1 to 3 percent slopes",Krum,9/4/2025 7:34:30 PM,Mollisols,Well drained,290,2,0,30,7.9,2,1,47.5,0.18
TX299,"Llano County, Texas",LgC,"Ligon fine sandy loam, 1 to 5 percent slopes",Ligon,9/4/2025 7:34:30 PM,Alfisols,Well drained,496,3,0,10,6.7,2,0,12.5,0.13
TX299,"Llano County, Texas",LgD,"Ligon cobbly fine sandy loam, 5 to 12 percent slopes",Ligon,9/4/2025 7:34:30 PM,Alfisols,Well drained,496,9,0,8,7,2,0,12.5,0.08
TX299,"Llano County, Texas",LkB,"Loneoak sand, 0 to 3 percent slopes",Loneoak,9/4/2025 7:34:30 PM,Alfisols,Moderately well drained,427,2,0,38,6.5,0.55,1,3,0.06
TX299,"Llano County, Texas",LoB,"Lou coarse sandy loam, 1 to 5 percent slopes",Lou,9/4/2025 7:34:30 PM,Alfisols,Well drained,458,3,0,30,6.7,1.5,0,6,0.12
TX299,"Llano County, Texas",LuB,"Luckenbach clay loam, 0 to 3 percent slopes",Luckenbach,9/4/2025 7:34:30 PM,Mollisols,Well drained,449.6,2,0,46,7,2.5,0.5,28.5,0.15
TX299,"Llano County, Texas",MaC,"Matilo sand, 1 to 5 percent slopes",Matilo,9/4/2025 7:34:30 PM,Alfisols,Well drained,427,3,0,46,6.1,0.75,0,3,0.06
TX299,"Llano County, Texas",NeF,"Nebgen-Rock outcrop complex, 5 to 30 percent slopes, extremely stony",Rock outcrop,9/4/2025 7:34:30 PM,,,1372,18,0,203,,,,,
TX299,"Llano County, Texas",NeF,"Nebgen-Rock outcrop complex, 5 to 30 percent slopes, extremely stony",Nebgen,9/4/2025 7:34:30 PM,Entisols,Well drained,488,13,0,28,6.7,0.75,0,6,0.12
TX299,"Llano County, Texas",NuB,"Nuvalde clay loam, 1 to 3 percent slopes",Nuvalde,9/4/2025 7:34:30 PM,Mollisols,Well drained,480.1,2,0,33,7.9,2.5,0.7,26.4,0.17
TX299,"Llano County, Texas",ObC,"Oben sandy loam, 1 to 5 percent slopes, stony",Oben,9/4/2025 7:34:30 PM,Alfisols,Well drained,458,3,0,18,6.7,0.55,1,6,0.11
TX299,"Llano County, Texas",OpC,"Oplin-Rock outcrop complex, 1 to 8 percent slopes, stony",Rock outcrop,9/4/2025 7:34:30 PM,,,1372,5,0,203,,,,,
TX299,"Llano County, Texas",OpC,"Oplin-Rock outcrop complex, 1 to 8 percent slopes, stony",Oplin,9/4/2025 7:34:30 PM,Mollisols,Well drained,549,5,0,25,8.2,6,0,17.5,0.13
TX299,"Llano County, Texas",OpF,"Oplin-Rock outcrop complex, 8 to 40 percent slopes, stony",Rock outcrop,9/4/2025 7:34:30 PM,,,1372,24,0,203,,,,,
TX299,"Llano County, Texas",OpF,"Oplin-Rock outcrop complex, 8 to 40 percent slopes, stony",Oplin,9/4/2025 7:34:30 PM,Mollisols,Well drained,549,24,0,25,8.2,6,0,17.5,0.13
TX299,"Llano County, Texas",PaC,"Packsaddle channery loam, 3 to 8 percent slopes",Packsaddle,9/4/2025 7:34:30 PM,Mollisols,Well drained,427,6,0,15,6.7,5,0,20,0.13
TX299,"Llano County, Texas",PeB,"Pedernales fine sandy loam, 1 to 3 percent slopes",Pedernales,9/4/2025 7:34:30 PM,Alfisols,Well drained,411.5,2,0,28,7,0.75,0.1,5.7,0.13
TX299,"Llano County, Texas",PoC,"Pontotoc fine sandy loam, 1 to 5 percent slopes",Pontotoc,9/4/2025 7:34:30 PM,Alfisols,Well drained,442,3,0,48,6.5,1.2,0.5,8.7,0.13
TX299,"Llano County, Texas",ReC,"Real gravelly loam, 1 to 8 percent slopes",Real,9/4/2025 7:34:30 PM,Mollisols,Well drained,473,5,0,20,8.2,6,0,20,0.08
TX299,"Llano County, Texas",ReG,"Real gravelly loam, 20 to 40 percent slopes",Real,9/4/2025 7:34:30 PM,Mollisols,Well drained,473,30,0,10,8.2,6,0,20,0.08
TX299,"Llano County, Texas",Rh,"Riverwash, frequently flooded",Riverwash,9/4/2025 7:34:30 PM,,Excessively drained,458,1,0,152,8.2,0.5,0,0,0.03
TX299,"Llano County, Texas",Rk,"Riverwash-Rock outcrop complex, frequently flooded",Rock outcrop,9/4/2025 7:34:30 PM,,,298,1,0,203,,,,,
TX299,"Llano County, Texas",Rk,"Riverwash-Rock outcrop complex, frequently flooded",Riverwash,9/4/2025 7:34:30 PM,,Excessively drained,458,1,0,152,8.2,0.5,0,0,0.03
TX299,"Llano County, Texas",Ro,"Rock outcrop, granite",Rock outcrop,9/4/2025 7:34:30 PM,,,1372,36,0,203,,,,,
TX299,"Llano County, Texas",RrC,"Roughcreek-Rock outcrop complex, 1 to 8 percent slopes, very stony",Rock outcrop,9/4/2025 7:34:30 PM,,,1372,5,0,203,,,,,
TX299,"Llano County, Texas",RrC,"Roughcreek-Rock outcrop complex, 1 to 8 percent slopes, very stony",Roughcreek,9/4/2025 7:34:30 PM,Mollisols,Well drained,519,5,0,13,7,2,0,32.5,0.13
TX299,"Llano County, Texas",RrF,"Roughcreek-Rock outcrop complex, 8 to 40 percent slopes, very stony",Roughcreek,9/4/2025 7:34:30 PM,Mollisols,Well drained,519,24,0,15,7,2,0,32.5,0.13
TX299,"Llano County, Texas",RrF,"Roughcreek-Rock outcrop complex, 8 to 40 percent slopes, very stony",Rock outcrop,9/4/2025 7:34:30 PM,,,1372,24,0,203,,,,,
TX299,"Llano County, Texas",RuC,"Rumple gravelly clay loam, 1 to 8 percent slopes",Rumple,9/4/2025 7:34:30 PM,Mollisols,Well drained,480.1,4,0,13,7,4,0.5,17.4,0.07
TX299,"Llano County, Texas",VeA,"Venus loam, 0 to 2 percent slopes",Venus,9/4/2025 7:34:30 PM,Mollisols,Well drained,191,1,0,38,8.2,1.5,0,15,0.18
TX299,"Llano County, Texas",Vn,"Venus loam, occasionally flooded",Venus,9/4/2025 7:34:30 PM,Mollisols,Well drained,160,0.5,0,46,8.2,2,0,15,0.18
TX299,"Llano County, Texas",VoB,"Voca gravelly sandy loam, 0 to 3 percent slopes",Voca,9/4/2025 7:34:30 PM,Alfisols,Well drained,419.1,2,0,28,6.7,1.25,0.3,3.9,0.1
TX299,"Llano County, Texas",We,"Weswood silt loam, 0 to 2 percent slopes, rarely flooded",Weswood,9/4/2025 7:34:30 PM,Inceptisols,Well drained,236.2,0.5,0,18,7.9,2.5,1,14.1,0.16
TX307,"McCulloch County, Texas",DeB,"Loneoak loamy sand, 0 to 3 percent slopes",Loneoak,9/4/2025 7:34:30 PM,Alfisols,Moderately well drained,427,2,0,46,6.5,0.55,1,3,0.07
TX307,"McCulloch County, Texas",Dv,"Dev very gravelly loam, moist, 0 to 3 percent slopes, frequently flooded",Dev,9/4/2025 7:34:30 PM,Mollisols,Well drained,556.3,2,0,66,7.9,4,0.7,23.7,0.09
TX307,"McCulloch County, Texas",Fo,"Frio clay loam, 0 to 1 percent slopes, rarely flooded",Frio,9/4/2025 7:34:30 PM,Mollisols,Well drained,533.4,0.5,0,51,8.2,2.5,0.2,26.8,0.15
TX307,"McCulloch County, Texas",Fr,"Frio soils, 0 to 2 percent slopes, frequently flooded",Frio,9/4/2025 7:34:30 PM,Mollisols,Well drained,510.5,0.5,0,51,8.2,2.5,0.2,26.8,0.15
TX622,"Brewster County, Texas (Main Part)",SLE,"Stillwell very gravelly fine sandy loam, 16 to 30 percent slopes",Stillwell,9/5/2025 12:15:54 PM,Aridisols,Well drained,762,23,0,5,7.9,1.25,1,7.5,0.04
TX622,"Brewster County, Texas (Main Part)",RSC,"Rock outcrop-Stillwell, complex, 1 to 8 percent slopes",Rock outcrop,9/5/2025 12:15:54 PM,,Well drained,762,2,0,30,,0.25,,,
TX622,"Brewster County, Texas (Main Part)",RSC,"Rock outcrop-Stillwell, complex, 1 to 8 percent slopes",Stillwell,9/5/2025 12:15:54 PM,Aridisols,Well drained,762,5,0,5,7.9,1.25,1,7.5,0.04
TX622,"Brewster County, Texas (Main Part)",SOA,"Stovall silt loam, 0 to 3 percent slopes",Stovall,9/5/2025 12:15:54 PM,Aridisols,Well drained,1297,2,0,13,8,3.4,0.5,19,0.14
TX622,"Brewster County, Texas (Main Part)",STC,"Strawhouse-Stillwell complex, 1 to 8 percent slopes",Stillwell,9/5/2025 12:15:54 PM,Aridisols,Well drained,762,5,0,18,8.2,1.25,1,9.5,0.06
