areasymbol,areaname,musym,muname,compname,saverest,taxorder,drainagecl,elev_r,slope_r,hzdept_r,hzdepb_r,ph1to1h2o_r,om_r,ec_r,cec7_r,awc_r
TX289,"Leon County, Texas",TxE,"Trawick-Bub complex, 8 to 20 percent slopes",Trawick,9/4/2025 7:33:30 PM,Alfisols,Well drained,156.8,15,0,15,6.5,1.25,1,18.7,0.1
TX289,"Leon County, Texas",TxE,"Trawick-Bub complex, 8 to 20 percent slopes",Bub,9/4/2025 7:33:30 PM,Alfisols,Well drained,156.8,15,0,8,6.1,1.25,1,19.9,0.11
TX289,"Leon County, Texas",WcA,"Wilson clay loam, 0 to 1 percent slopes",Wilson,9/4/2025 7:33:30 PM,Alfisols,Moderately well drained,149.5,0.5,0,19,6.5,1.25,1,15,0.14
TX289,"Leon County, Texas",WoC,"Wolfpen loamy fine sand, 1 to 8 percent slopes",Wolfpen,9/4/2025 7:33:30 PM,Alfisols,Well drained,168,5,0,8,5.5,1.25,0,3,0.08
TX289,"Leon County, Texas",WtC,"Woodtell fine sandy loam, 1 to 5 percent slopes",Woodtell,9/4/2025 7:33:30 PM,Alfisols,Well drained,145,3,0,20,5.5,1.5,0,8.5,0.13
TX289,"Leon County, Texas",WtD,"Woodtell fine sandy loam, 5 to 12 percent slopes",Woodtell,9/4/2025 7:33:30 PM,Alfisols,Well drained,145,9,0,25,5.5,1.5,0,8.5,0.13
TX291,"Liberty County, Texas",BeaA,"Beaumont clay, 0 to 1 percent slopes",Beaumont,9/4/2025 7:33:30 PM,Vertisols,Poorly drained,7,0.1,0,13,4.4,3.64,1.6,33,0.12
TX377,"Presidio County, Texas",SEE,"Sauceda-Decoty complex, 1 to 20 percent slopes",Sauceda,9/5/2025 12:02:07 PM,Entisols,Well drained,1297,10,0,5,7.5,1.25,0.5,16.7,0.09
TX377,"Presidio County, Texas",SEE,"Sauceda-Decoty complex, 1 to 20 percent slopes",DeCoty,9/5/2025 12:02:07 PM,Aridisols,Well drained,1297,10,0,13,7.9,2,1,10.8,0.03
TX377,"Presidio County, Texas",HOB,"Holguin very gravelly fine sandy loam, 1 to 8 percent slopes",Holguin,9/5/2025 12:02:07 PM,Entisols,Well drained,1297,5,0,13,7.9,1.5,1,11.4,0.07
TX377,"Presidio County, Texas",NPB,"Nolam and Paisano soils, 1 to 3 percent slopes",Nolam,9/5/2025 12:02:07 PM,Aridisols,Well drained,1297,2,0,4,7.9,0.8,0.5,12.7,0.07
TX377,"Presidio County, Texas",NPB,"Nolam and Paisano soils, 1 to 3 percent slopes",Paisano,9/5/2025 12:02:07 PM,Aridisols,Well drained,1297,2,0,9,8.2,2,1,12.7,0.04
TX377,"Presidio County, Texas",MBE,"Manzanillo-Chilicotal-Holguin association, 1 to 30 percent slopes",Chilicotal,9/5/2025 12:02:07 PM,Aridisols,Well drained,1297,16,0,8,8.2,1.4,1,16.8,0.06
TX377,"Presidio County, Texas",MBE,"Manzanillo-Chilicotal-Holguin association, 1 to 30 percent slopes",Manzanillo,9/5/2025 12:02:07 PM,Aridisols,Well drained,1297,16,0,4,7.9,1.25,1,15.2,0.1
TX377,"Presidio County, Texas",MBE,"Manzanillo-Chilicotal-Holguin association, 1 to 30 percent slopes",Holguin,9/5/2025 12:02:07 PM,Entisols,Well drained,1297,16,0,5,7.9,1.5,1,13,0.07
TX377,"Presidio County, Texas",CLC,"Chilicotal and Paisano soils, 1 to 8 percent slopes",Paisano,9/5/2025 12:02:07 PM,Aridisols,Well drained,1297,3,0,13,8.2,2,1,11.2,0.08
TX377,"Presidio County, Texas",CLC,"Chilicotal and Paisano soils, 1 to 8 percent slopes",Chilicotal,9/5/2025 12:02:07 PM,Aridisols,Well drained,1297,3,0,22,8.2,1.4,1,10.8,0.1
TX027,"Bell County, Texas",PcB,"Payne loam, 1 to 3 percent slopes",Payne,9/4/2025 2:58:52 PM,Alfisols,Well drained,229,2,0,20,6.7,2,0,22.5,0.18
TX027,"Bell County, Texas",MwB,"Minwells fine sandy loam, warm, 1 to 3 percent slopes",Minwells,9/4/2025 2:58:52 PM,Alfisols,Well drained,304.8,2,0,23,7.5,0.75,0.5,7,0.13
TX027,"Bell County, Texas",PrB,"Purves silty clay, 1 to 4 percent slopes",Purves,9/4/2025 2:58:52 PM,Mollisols,Well drained,177,2,0,28,8,3,1,34.2,0.14
TX027,"Bell County, Texas",PVD,"Purves silty clay, 1 to 8 percent slopes",Purves,9/4/2025 2:58:52 PM,Mollisols,Well drained,177,3,0,28,8,3,1,34.2,0.14
TX027,"Bell County, Texas",REF,"Real-Rock outcrop complex, 8 to 40 percent slopes",Real,9/4/2025 2:58:52 PM,Mollisols,Well drained,335.3,20,0,15,8.2,6,1,24.4,0.07
TX027,"Bell County, Texas",REF,"Real-Rock outcrop complex, 8 to 40 percent slopes",Rock outcrop,9/4/2025 2:58:52 PM,,,335.3,20,0,203,,,,,
TX027,"Bell County, Texas",RiC,"Riesel gravelly fine sandy loam, 1 to 5 percent slopes",Riesel,9/4/2025 2:58:52 PM,Alfisols,Well drained,153.1,3,0,13,6.7,1.25,0.2,5,0.1
TX027,"Bell County, Texas",SaA,"San Saba clay, 0 to 2 percent slopes",San Saba,9/4/2025 2:58:52 PM,Vertisols,Moderately well drained,213.4,1,0,48,7.6,2.5,0.5,37.6,0.15
TX027,"Bell County, Texas",SaB,"San Saba clay, 1 to 3 percent slopes",San Saba,9/4/2025 2:58:52 PM,Vertisols,Moderately well drained,274.3,2,0,28,7.6,2.5,0.5,37.6,0.15
TX027,"Bell County, Texas",SauB,"San Saba-Urban land complex, 0 to 3 percent slopes",San Saba,9/4/2025 2:58:52 PM,Vertisols,Moderately well drained,335,2,0,10,7.9,2.5,1,45,0.14
TX027,"Bell County, Texas",SauB,"San Saba-Urban land complex, 0 to 3 percent slopes",Urban land,9/4/2025 2:58:52 PM,,,335,2,0,102,,,,,
TX027,"Bell County, Texas",SPD,"Speck association, 1 to 8 percent slopes",Speck,9/4/2025 2:58:52 PM,Mollisols,Well drained,275,5,0,20,7,2,0,22.5,0.14
TX027,"Bell County, Texas",SsB,"Speck soils, 1 to 3 percent slopes",Speck,9/4/2025 2:58:52 PM,Mollisols,Well drained,275,2,0,18,7,2,1,22.5,0.18
TX027,"Bell County, Texas",StB,"Stephen silty clay, 1 to 4 percent slopes",Stephen,9/4/2025 2:58:52 PM,Mollisols,Well drained,222.6,3,0,24,8.2,2.5,0.9,22.3,0.08
TX027,"Bell County, Texas",StC,"Stephen silty clay, 3 to 5 percent slopes",Stephen,9/4/2025 2:58:52 PM,Mollisols,Well drained,225.9,4,0,24,8.2,2.5,0.9,24,0.08
TX027,"Bell County, Texas",StuC,"Stephen-Urban land complex, 1 to 6 percent slopes",Stephen,9/4/2025 2:58:52 PM,Mollisols,Well drained,214,4,0,20,8.2,2.5,0,40,0.13
TX027,"Bell County, Texas",StuC,"Stephen-Urban land complex, 1 to 6 percent slopes",Urban land,9/4/2025 2:58:52 PM,,,214,4,0,102,,,,,
TX027,"Bell County, Texas",EcPD,"Eckrant-Purves association, 1 to 8 percent slopes",Eckrant,9/4/2025 2:58:52 PM,Mollisols,Well drained,304.8,5,0,15,7.8,4.5,1,42.5,0.08
TX027,"Bell County, Texas",EcPD,"Eckrant-Purves association, 1 to 8 percent slopes",Purves,9/4/2025 2:58:52 PM,Mollisols,Well drained,304.8,5,0,20,8,3,1,34.2,0.15
TX027,"Bell County, Texas",TcA,"Tinn clay, 0 to 1 percent slopes, occasionally flooded",Tinn,9/4/2025 2:58:52 PM,Vertisols,Moderately well drained,144,0.5,0,70,7.9,2.5,1,36.3,0.18
TX027,"Bell County, Texas",TnA,"Tinn clay, 0 to 1 percent slopes, frequently flooded",Tinn,9/4/2025 2:58:52 PM,Vertisols,Moderately well drained,148,0.5,0,42,7.9,2.5,1,37,0.14
TX027,"Bell County, Texas",VeA,"Venus clay loam, 0 to 1 percent slopes",Venus,9/4/2025 2:58:52 PM,Mollisols,Well drained,191,0.5,0,33,8.2,1.5,0,15,0.18
TX027,"Bell County, Texas",VeB,"Venus clay loam, 1 to 3 percent slopes",Venus,9/4/2025 2:58:52 PM,Mollisols,Well drained,191,2,0,33,8.2,1.5,0,15,0.18
TX027,"Bell County, Texas",VeC,"Venus clay loam, 3 to 5 percent slopes",Venus,9/4/2025 2:58:52 PM,Mollisols,Well drained,191,4,0,30,8.2,1.5,0,15,0.18
TX027,"Bell County, Texas",WlA,"Wilson clay loam, 0 to 1 percent slopes",Wilson,9/4/2025 2:58:52 PM,Alfisols,Moderately well drained,149.5,0.5,0,19,6.5,1.25,1,15,0.14
TX027,"Bell County, Texas",WlB,"Wilson clay loam, 1 to 3 percent slopes",Wilson,9/4/2025 2:58:52 PM,Alfisols,Moderately well drained,150,2,0,19,6.5,1.25,1,15,0.14
TX027,"Bell County, Texas",WlC,"Wilson clay loam, 2 to 5 percent slopes",Wilson,9/4/2025 2:58:52 PM,Alfisols,Moderately well drained,149.1,3,0,19,6.5,1.25,1,15,0.14
TX099,"Coryell County, Texas",BaB,"Bastsil fine sandy loam, 1 to 3 percent slopes",Bastsil,9/4/2025 4:53:18 PM,Alfisols,Well drained,254.6,2,0,20,6.4,0.75,1,5.8,0.15
TX099,"Coryell County, Texas",BgB,"Bolar gravelly clay loam, 1 to 4 percent slopes",Bolar,9/4/2025 4:53:18 PM,Mollisols,Well drained,304.8,3,0,23,8,2.5,0.5,21.8,0.12
TX099,"Coryell County, Texas",Bo,"Bosque clay loam, 0 to 1 percent slopes, rarely flooded",Bosque,9/4/2025 4:53:18 PM,Mollisols,Well drained,244,0.5,0,64,8.2,2.5,1,22.5,0.18
TX099,"Coryell County, Texas",Bs,"Bosque clay loam, 0 to 1 percent slopes, occasionally flooded",Bosque,9/4/2025 4:53:18 PM,Mollisols,Well drained,244,0.5,0,137,8.2,2.5,1,22.5,0.18
TX099,"Coryell County, Texas",BtC2,"Topsey clay loam, 3 to 8 percent slopes, severely eroded",Topsey,9/4/2025 4:53:18 PM,Inceptisols,Well drained,335.3,6,0,10,8,2,1,20.4,0.14
TX099,"Coryell County, Texas",ChB,"Cho clay loam, 1 to 3 percent slopes",Cho,9/4/2025 4:53:18 PM,Mollisols,Well drained,300,2,0,28,8.2,1.5,0,15,0.13
TX099,"Coryell County, Texas",CoB2,"Fairy-Hico complex, 1 to 5 percent slopes, moderately eroded",Hico,9/4/2025 4:53:18 PM,Alfisols,Well drained,438,3,0,30,6.8,1,0.5,5.9,0.12
TX099,"Coryell County, Texas",CoB2,"Fairy-Hico complex, 1 to 5 percent slopes, moderately eroded",Fairy,9/4/2025 4:53:18 PM,Alfisols,Well drained,438,4,0,33,6.5,1.25,0.1,5,0.15
TX099,"Coryell County, Texas",CrD,"Cranfill gravelly clay loam, 3 to 8 percent slopes",Cranfill,9/4/2025 4:53:18 PM,Inceptisols,Well drained,396,6,0,25,8.2,1.25,1,17.1,0.15
TX099,"Coryell County, Texas",CwB,"Crawford silty clay, 1 to 3 percent slopes",Crawford,9/4/2025 4:53:18 PM,Vertisols,Well drained,247.4,1.5,0,30,7,2.5,0.3,34.3,0.15
TX323,"Maverick County, Texas",BRA,"Brundage fine sandy loam, 0 to 1 percent slopes, occasionally flooded",Brundage,9/4/2025 7:36:30 PM,Alfisols,Moderately well drained,228.6,0.5,0,8,6.5,1,2,8,0.13
TX323,"Maverick County, Texas",BYB,"Brystal fine sandy loam, 0 to 3 percent slopes",Brystal,9/4/2025 7:36:30 PM,Alfisols,Well drained,231.7,2,0,18,7,0.6,0.5,7,0.13
TX323,"Maverick County, Texas",CAB,"Catarina clay, association, 0 to 5 percent slopes",Catarina,9/4/2025 7:36:30 PM,Vertisols,Moderately well drained,118.9,2,0,30,7.6,1.5,3,35,0.12
TX323,"Maverick County, Texas",CPB,"Copita sandy clay loam, 0 to 3 percent slopes",Copita,9/4/2025 7:36:30 PM,Inceptisols,Well drained,198.1,2,0,22,8.2,0.75,2,10.7,0.13
TX323,"Maverick County, Texas",CfB,"Copita fine sandy loam, 0 to 3 percent slopes",Copita,9/4/2025 7:36:30 PM,Inceptisols,Well drained,198.1,2,0,28,8.2,0.75,2,13.4,0.13
TX323,"Maverick County, Texas",CoA,"Copita sandy clay loam, 0 to 1 percent slopes",Copita,9/4/2025 7:36:30 PM,Inceptisols,Well drained,198.1,0.5,0,22,8.2,0.75,2,10.7,0.13
TX323,"Maverick County, Texas",CoB,"Copita sandy clay loam, 1 to 3 percent slopes",Copita,9/4/2025 7:36:30 PM,Inceptisols,Well drained,198.1,2,0,22,8.2,0.75,2,10.7,0.13
TX323,"Maverick County, Texas",DAB,"Dant association, gently undulating",Dant,9/4/2025 7:36:30 PM,Mollisols,Well drained,343,2,0,28,7.9,2.5,1,25,0.18
TX323,"Maverick County, Texas",DRA,"Darl association, nearly level",Darl,9/4/2025 7:36:30 PM,Aridisols,Well drained,237,2,0,41,8.2,1.5,0,10,0.18
TX323,"Maverick County, Texas",EOA,"Elindio association, nearly level",Elindio,9/4/2025 7:36:30 PM,Mollisols,Well drained,191,2,0,38,8.2,1.5,2,17.5,0.18
TX323,"Maverick County, Texas",EdA,"Elindio silty clay loam, 0 to 1 percent slopes",Elindio,9/4/2025 7:36:30 PM,Mollisols,Well drained,191,0.5,0,38,8.2,1.5,2,17.5,0.18
TX323,"Maverick County, Texas",EdB,"Elindio silty clay loam, 1 to 3 percent slopes",Elindio,9/4/2025 7:36:30 PM,Mollisols,Well drained,191,2,0,38,8.2,1.5,2,17.5,0.18
TX323,"Maverick County, Texas",EnA,"Elindio silty clay loam, saline, 0 to 1 percent slopes",Elindio,9/4/2025 7:36:30 PM,Mollisols,Well drained,191,0.5,0,38,8.2,1.5,10,11.5,0.07
TX453,"Travis County, Texas",PuC,"Purves clay, 1 to 5 percent slopes",Purves,9/5/2025 12:06:38 PM,Mollisols,Well drained,335.3,3,0,25,8,3,1,34.2,0.15
TX453,"Travis County, Texas",Rw,"Orif soils, moist, 0 to 3 percent slopes, frequently flooded",Orif,9/5/2025 12:06:38 PM,Entisols,Well drained,221,1,0,51,8.2,2.25,0.5,9.1,0.08
TX453,"Travis County, Texas",SaB,"San Saba clay, 1 to 2 percent slopes",San Saba,9/5/2025 12:06:38 PM,Vertisols,Moderately well drained,335.3,2,0,56,7.6,2.5,0.5,37.6,0.15
TX453,"Travis County, Texas",SbA,"San Saba soils and Urban land, 0 to 2 percent slopes",Urban land,9/5/2025 12:06:38 PM,,,335.3,1,0,25,,,,,
TX453,"Travis County, Texas",SbA,"San Saba soils and Urban land, 0 to 2 percent slopes",San Saba,9/5/2025 12:06:38 PM,Vertisols,Moderately well drained,335.3,1,0,56,7.9,2.5,0.5,37.6,0.14
TX453,"Travis County, Texas",SpB,"Speck clay loam, moist, 1 to 3 percent slopes",Speck,9/5/2025 12:06:38 PM,Mollisols,Well drained,281.9,2,0,36,7,2,0.5,26,0.18
TX453,"Travis County, Texas",SsC,"Speck clay loam, moist, 1 to 5 percent slopes, stony",Speck,9/5/2025 12:06:38 PM,Mollisols,Well drained,266.7,3,0,36,7,2,0.5,26,0.18
TX453,"Travis County, Texas",StB,"Castephen silty clay loam, 1 to 3 percent slopes",Castephen,9/5/2025 12:06:38 PM,Mollisols,Well drained,305,2,0,43,8.2,2,1,17.5,0.11
TX453,"Travis County, Texas",StC,"Castephen silty clay loam, 3 to 5 percent slopes",Castephen,9/5/2025 12:06:38 PM,Mollisols,Well drained,305,4,0,36,8.2,2,1,17.5,0.11
TX453,"Travis County, Texas",TaD,"Eckrant very stony clay, 5 to 18 percent slopes",Eckrant,9/5/2025 12:06:38 PM,Mollisols,Well drained,274.3,9,0,13,7.6,4.5,1,42,0.08
TX453,"Travis County, Texas",TcA,"Eckrant and Speck soils, 0 to 2 percent slopes",Speck,9/5/2025 12:06:38 PM,Mollisols,Well drained,365.8,1,0,36,7,2,0.5,24.6,0.14
TX453,"Travis County, Texas",TcA,"Eckrant and Speck soils, 0 to 2 percent slopes",Eckrant,9/5/2025 12:06:38 PM,Mollisols,Well drained,365.8,1,0,13,7.6,4.5,1,37,0.05
TX453,"Travis County, Texas",TdF,"Eckrant-Rock outcrop complex, 18 to 50 percent slopes",Eckrant,9/5/2025 12:06:38 PM,Mollisols,Well drained,243.8,33,0,13,7.6,4.5,1,42,0.05
TX453,"Travis County, Texas",TdF,"Eckrant-Rock outcrop complex, 18 to 50 percent slopes",Rock outcrop,9/5/2025 12:06:38 PM,,,243.8,45,0,203,,,,,
TX453,"Travis County, Texas",TeA,"Eckrant soils and Urban land, 0 to 2 percent slopes",Eckrant,9/5/2025 12:06:38 PM,Mollisols,Well drained,594.4,1,0,13,7.6,4.5,1,42,0.08
TX453,"Travis County, Texas",TeA,"Eckrant soils and Urban land, 0 to 2 percent slopes",Urban land,9/5/2025 12:06:38 PM,,,594.4,1,0,25,,,,,
TX453,"Travis County, Texas",TeE,"Eckrant soils and Urban land, 5 to 18 percent slopes",Eckrant,9/5/2025 12:06:38 PM,Mollisols,Well drained,182.9,12,0,13,7.6,4.5,1,42,0.05
TX453,"Travis County, Texas",TeE,"Eckrant soils and Urban land, 5 to 18 percent slopes",Urban land,9/5/2025 12:06:38 PM,,,182.9,8,0,25,,,,,
TX453,"Travis County, Texas",TeF,"Eckrant soils and Urban land, 18 to 40 percent slopes",Eckrant,9/5/2025 12:06:38 PM,Mollisols,Well drained,182.9,29,0,13,7.6,4.5,1,42,0.05
TX453,"Travis County, Texas",TeF,"Eckrant soils and Urban land, 18 to 40 percent slopes",Urban land,9/5/2025 12:06:38 PM,,,182.9,25,0,25,,,,,
TX453,"Travis County, Texas",TrC,"Travis soils, 1 to 5 percent slopes",Travis,9/5/2025 12:06:38 PM,Alfisols,Well drained,229,3,0,36,6.5,0.75,1,7.5,0.1
TX453,"Travis County, Texas",TsD,"Travis gravelly soils, 1 to 8 percent slopes",Travis,9/5/2025 12:06:38 PM,Alfisols,Well drained,229,5,0,46,6.5,0.75,1,7.5,0.08
TX453,"Travis County, Texas",TuD,"Travis soils and urban land, 1 to 8 percent slopes",Travis,9/5/2025 12:06:38 PM,Alfisols,Well drained,229,5,0,46,6.5,0.75,1,7.5,0.08
TX453,"Travis County, Texas",TuD,"Travis soils and urban land, 1 to 8 percent slopes",Urban land,9/5/2025 12:06:38 PM,,,610,5,0,102,,,,,
TX453,"Travis County, Texas",Tv,"Tinn clay, 0 to 1 percent slopes, occasionally flooded",Tinn,9/5/2025 12:06:38 PM,Vertisols,Moderately well drained,144,0.5,0,70,7.9,2.5,1,36.3,0.18
TX453,"Travis County, Texas",Tw,"Tinn clay, 0 to 1 percent slopes, frequently flooded",Tinn,9/5/2025 12:06:38 PM,Vertisols,Moderately well drained,148,0.5,0,42,7.9,2.5,1,37,0.14
TX453,"Travis County, Texas",Ur,"Urban land, 0 to 6 percent slopes",Urban land,9/5/2025 12:06:38 PM,,,610,3,0,102,,,,,
TX453,"Travis County, Texas",UsC,"Austin-Urban land complex, 2 to 5 percent slopes",Austin,9/5/2025 12:06:38 PM,Mollisols,Well drained,207,4,0,41,8.2,2.5,0.9,30.1,0.18
TX453,"Travis County, Texas",UtD,"Urban land, Austin, and Whitewright soils, 1 to 8 percent slopes",Urban land,9/5/2025 12:06:38 PM,,,610,5,0,102,,,,,
TX453,"Travis County, Texas",UtD,"Urban land, Austin, and Whitewright soils, 1 to 8 percent slopes",Austin,9/5/2025 12:06:38 PM,Mollisols,Well drained,213,5,0,38,8.2,2.5,0,40,0.18
TX453,"Travis County, Texas",UtD,"Urban land, Austin, and Whitewright soils, 1 to 8 percent slopes",Whitewright,9/5/2025 12:06:38 PM,Inceptisols,Well drained,366,5,0,15,8.2,0.75,1,20,0.18
TX453,"Travis County, Texas",UuE,"Urban land and Brackett soils, 1 to 12 percent slopes",Brackett,9/5/2025 12:06:38 PM,Inceptisols,Well drained,213.4,8,0,15,7.9,2,1,20.2,0.13
TX453,"Travis County, Texas",UuE,"Urban land and Brackett soils, 1 to 12 percent slopes",Urban land,9/5/2025 12:06:38 PM,,,213.4,5,0,25,,,,,
TX453,"Travis County, Texas",UvE,"Urban land and Ferris soils, 10 to 15 percent slopes",Urban land,9/5/2025 12:06:38 PM,,,610,5,0,102,,,,,
TX453,"Travis County, Texas",UvE,"Urban land and Ferris soils, 10 to 15 percent slopes",Ferris,9/5/2025 12:06:38 PM,Vertisols,Well drained,214,13,0,15,8.2,1.25,1,50,0.17
TX453,"Travis County, Texas",VoD,"Volente silty clay loam, 1 to 8 percent slopes",Volente,9/5/2025 12:06:38 PM,Mollisols,Well drained,198.1,5,0,56,8.2,2.5,1,18.4,0.18
TX453,"Travis County, Texas",VoD2,"Volente silty clay loam, 1 to 8 percent slopes, moderately eroded",Volente,9/5/2025 12:06:38 PM,Mollisols,Well drained,198.1,5,0,33,8.2,2.5,1,18.4,0.18
TX453,"Travis County, Texas",VuD,"Volente soils and Urban land, 1 to 8 percent slopes",Urban land,9/5/2025 12:06:38 PM,,,198.1,2,0,25,,,,,
TX453,"Travis County, Texas",VuD,"Volente soils and Urban land, 1 to 8 percent slopes",Volente,9/5/2025 12:06:38 PM,Mollisols,Well drained,198.1,5,0,56,8.2,2.5,1,18.4,0.18
TX453,"Travis County, Texas",WlA,"Wilson clay loam, 0 to 1 percent slopes",Wilson,9/5/2025 12:06:38 PM,Alfisols,Moderately well drained,149.5,0.5,0,19,6.5,1.25,1,15,0.14
TX453,"Travis County, Texas",WlB,"Wilson clay loam, 1 to 3 percent slopes",Wilson,9/5/2025 12:06:38 PM,Alfisols,Moderately well drained,150,2,0,19,6.5,1.25,1,15,0.14
TX453,"Travis County, Texas",Ya,"Yahola very fine sandy loam, 0 to 1 percent slopes, occasionally flooded",Yahola,9/5/2025 12:06:38 PM,Entisols,Well drained,320,0.5,0,36,7.9,0.75,0,8.5,0.18
TX453,"Travis County, Texas",Yh,"Yahola soils, 0 to 2 percent slopes, channeled, occasionally flooded",Yahola,9/5/2025 12:06:38 PM,Entisols,Well drained,320,0.7,0,38,7.9,0.75,0,8.5,0.13
TX021,"Bastrop County, Texas",AfA,"Axtell fine sandy loam, 0 to 1 percent slopes",Axtell,9/4/2025 2:56:51 PM,Alfisols,Moderately well drained,132.4,0.5,0,23,5.8,0.75,1,5,0.13
TX021,"Bastrop County, Texas",BaA,"Bastrop fine sandy loam, 0 to 1 percent slopes",Bastrop,9/4/2025 2:56:51 PM,Alfisols,Well drained,105,0.5,0,41,6.3,0.75,0.5,7,0.14
TX021,"Bastrop County, Texas",BaB,"Bastrop fine sandy loam, 1 to 3 percent slopes",Bastrop,9/4/2025 2:56:51 PM,Alfisols,Well drained,97.5,2,0,33,5.8,0.75,0.5,7,0.14
TX021,"Bastrop County, Texas",BaC2,"Bastrop fine sandy loam, 3 to 5 percent slopes, eroded",Bastrop,9/4/2025 2:56:51 PM,Alfisols,Well drained,244,4,0,41,6.7,0.75,1,6,0.14
TX021,"Bastrop County, Texas",BeB,"Behring clay loam, 1 to 3 percent slopes",Behring,9/4/2025 2:56:51 PM,Vertisols,Moderately well drained,161.3,2,0,20,7.3,2.5,1,34.5,0.13
TX021,"Bastrop County, Texas",BeC2,"Behring clay loam, 3 to 5 percent slopes, eroded",Behring,9/4/2025 2:56:51 PM,Vertisols,Moderately well drained,159,4,0,20,7.3,2.5,1,34.5,0.13
TX021,"Bastrop County, Texas",BeD2,"Behring clay loam, 5 to 8 percent slopes, eroded",Behring,9/4/2025 2:56:51 PM,Vertisols,Moderately well drained,146,7,0,20,7.3,2.5,1,34.5,0.13
TX021,"Bastrop County, Texas",Bo,"Bosque loam, 0 to 1 percent slopes, occasionally flooded",Bosque,9/4/2025 2:56:51 PM,Mollisols,Well drained,244,0.5,0,61,7.9,2.5,0,10,0.18
TX021,"Bastrop County, Texas",BuB,"Burleson clay, 1 to 3 percent slopes",Burleson,9/4/2025 2:56:51 PM,Vertisols,Moderately well drained,141.5,2,0,13,7,2,1,50,0.15
TX021,"Bastrop County, Texas",CfB,"Crockett fine sandy loam, 1 to 3 percent slopes",Crockett,9/4/2025 2:56:51 PM,Alfisols,Moderately well drained,142.9,2,0,20,6.5,1.25,1,12,0.13
TX021,"Bastrop County, Texas",CgC,"Crockett gravelly fine sandy loam, 1 to 5 percent slopes",Crockett,9/4/2025 2:56:51 PM,Alfisols,Moderately well drained,158,3,0,20,6.5,1.25,1,12,0.1
TX021,"Bastrop County, Texas",ChE,"Crockett gravelly loam, 5 to 10 percent slopes",Crockett,9/4/2025 2:56:51 PM,Alfisols,Moderately well drained,153,8,0,10,6.7,1.25,1,15,0.12
TX021,"Bastrop County, Texas",CsC2,"Crockett fine sandy loam, 2 to 5 percent slopes, eroded",Crockett,9/4/2025 2:56:51 PM,Alfisols,Moderately well drained,133.3,4,0,20,6.5,1.25,1,12,0.13
TX021,"Bastrop County, Texas",CsD3,"Crockett fine sandy loam, 3 to 8 percent slopes, severely eroded",Crockett,9/4/2025 2:56:51 PM,Alfisols,Moderately well drained,128.6,6,0,8,6.5,1.25,1,12,0.13
TX021,"Bastrop County, Texas",CsE2,"Crockett fine sandy loam, 5 to 10 percent slopes",Crockett,9/4/2025 2:56:51 PM,Alfisols,Moderately well drained,127.1,7,0,20,6.5,1.25,1,12,0.13
TX021,"Bastrop County, Texas",DoB,"Dutek loamy fine sand, 0 to 3 percent slopes",Dutek,9/4/2025 2:56:51 PM,Alfisols,Well drained,112.6,2,0,23,6.5,0.75,1,4.9,0.08
TX021,"Bastrop County, Texas",DoD,"Dutek loamy fine sand, 3 to 8 percent slopes",Dutek,9/4/2025 2:56:51 PM,Alfisols,Well drained,99,6,0,86,6.5,0.75,1,4,0.08
TX021,"Bastrop County, Texas",AfC,"Edge fine sandy loam, 1 to 5 percent slopes",Edge,9/4/2025 2:56:51 PM,Alfisols,Well drained,138,3,0,30,5.9,0.75,1,6,0.16
TX021,"Bastrop County, Texas",AfC2,"Edge fine sandy loam, 2 to 5 percent slopes, moderately eroded",Edge,9/4/2025 2:56:51 PM,Alfisols,Well drained,138,4,0,28,5.9,0.75,1,6,0.16
TX021,"Bastrop County, Texas",AfE2,"Edge fine sandy loam, 5 to 12 percent slopes, eroded",Edge,9/4/2025 2:56:51 PM,Alfisols,Well drained,119.5,9,0,28,5.9,0.75,1,6,0.16
TX021,"Bastrop County, Texas",FeF2,"Ferris clay, 5 to 20 percent slopes, eroded",Ferris,9/4/2025 2:56:51 PM,Vertisols,Well drained,214,13,0,15,8.2,1.25,1,50,0.17
TX021,"Bastrop County, Texas",Gs,"Whitesboro clay loam, 0 to 1 percent slopes, frequently flooded",Whitesboro,9/4/2025 2:56:51 PM,Mollisols,Moderately well drained,114,0.5,0,66,7,2,1,10.5,0.15
TX021,"Bastrop County, Texas",HeB,"Heiden clay, 1 to 3 percent slopes",Heiden,9/4/2025 2:56:51 PM,Vertisols,Well drained,182,2,0,15,8.2,2.5,1,50,0.16
TX021,"Bastrop County, Texas",HeC2,"Heiden clay, 3 to 5 percent slopes, eroded",Heiden,9/4/2025 2:56:51 PM,Vertisols,Well drained,172,4,0,33,8.2,2.5,1,50,0.16
TX021,"Bastrop County, Texas",HeD2,"Heiden clay, 5 to 8 percent slopes, eroded",Heiden,9/4/2025 2:56:51 PM,Vertisols,Well drained,167,7,0,20,8.2,2.5,1,50,0.16
TX021,"Bastrop County, Texas",HoA,"Houston Black clay, 0 to 1 percent slopes",Houston Black,9/4/2025 2:56:51 PM,Vertisols,Moderately well drained,170.7,0.5,0,15,7.9,3,1,45.9,0.15
TX021,"Bastrop County, Texas",HoB,"Houston Black clay, 1 to 3 percent slopes",Houston Black,9/4/2025 2:56:51 PM,Vertisols,Moderately well drained,176,2,0,15,7.9,3,1,45.9,0.16
